symbol,stock_name,timestamp,rank,weight,reason,signal,score,selected,criteria_check_sig_anchor_close_gt_ma_20,criteria_check_sig_anchor_close_pos,criteria_check_sig_anchor_close_vs_ma60,criteria_check_sig_anchor_macd_histogram,criteria_check_sig_anchor_net_flow,criteria_check_sig_anchor_rsi_14,criteria_check_sig_anchor_volume_ratio_20,criteria_check_sig_anchor_volume_ratio_5,criteria_check_sig_explosive_close_gt_ma_20,criteria_check_sig_explosive_close_pos,criteria_check_sig_explosive_net_flow,criteria_check_sig_explosive_price_change_pct,criteria_check_sig_explosive_volume_ratio_20,criteria_check_sig_explosive_volume_ratio_5,criteria_close,criteria_close_pos,criteria_close_vs_ma60,criteria_indicator,criteria_ma_20,criteria_ma_60,criteria_macd_histogram,criteria_net_flow,criteria_price_change_pct,criteria_rsi_14,criteria_selected_setup,criteria_sig_anchor,criteria_sig_explosive,criteria_signal_formula,criteria_strategy,criteria_threshold_sig_anchor_close_pos_min,criteria_threshold_sig_anchor_close_vs_ma60_min,criteria_threshold_sig_anchor_macd_histogram_min,criteria_threshold_sig_anchor_rsi_14_min,criteria_threshold_sig_anchor_volume_ratio_20_min,criteria_threshold_sig_anchor_volume_ratio_5_min,criteria_threshold_sig_explosive_close_pos_min,criteria_threshold_sig_explosive_price_change_pct_min,criteria_threshold_sig_explosive_volume_ratio_20_min,criteria_threshold_sig_explosive_volume_ratio_5_min,criteria_volume_ratio_20,criteria_volume_ratio_5
1109.TW,信大,2026-02-11,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,15.449999809265137,1.0,-0.0035472502232539727,qizhang_signal,15.442499876022339,15.504999923706055,3.1021046904954747e-05,1,0.006514620541386407,50.0,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,2.0427164719074655,3.309980666163925
1307.TW,三芳,2026-02-11,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,33.0,0.5666656494140625,0.017916360257249853,qizhang_signal,31.89000005722046,32.419166533152264,0.02038806459854048,1,0.07843135910493748,53.521129409135185,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,7.552639937968236,7.259955238781095
2204.TW,中華,2026-02-11,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,59.29999923706055,0.7272717814803448,0.012550148874154843,qizhang_signal,56.70499973297119,58.56499977111817,0.34755581762630194,1,0.042179220506524784,66.66666666666666,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,4.434571553114319,7.185981976148497
2836.TW,高雄銀,2026-02-11,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,12.399999618530273,0.6666645473850183,0.018968670253001862,qizhang_signal,12.110000085830688,12.169166707992554,0.03803879690494554,1,0.008130034654042939,64.99999046323865,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,3.422122809183478,4.001068412889884
2849.TW,安泰銀,2026-02-11,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,13.449999809265137,0.6666656070292111,0.007616422504725939,qizhang_signal,13.312499904632569,13.348333263397217,0.008533940258970536,1,0.007490593628312725,57.14285714285714,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,3.758057483547679,3.0221185552695506
2897.TW,王道銀行,2026-02-11,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,9.699999809265137,0.823530071750338,0.060534257535817204,qizhang_signal,9.200000047683716,9.146333312988281,0.048752605272426065,1,0.03191491520313172,95.16132505583619,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,4.993924532137388,4.427514595015855
2910.TW,統領,2026-02-11,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,21.450000762939453,1.0,0.02325585190067403,qizhang_signal,20.975000190734864,20.962499968210857,0.04028460873218289,1,0.016587695504361344,76.66667090521379,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,3.449931188151255,3.533290824887576
3184.TWO,微邦,2026-02-11,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,11.899999618530273,0.5971562428036576,0.17151865151394752,qizhang_signal,9.49249997138977,10.157755152384441,0.2119399790350867,1,0.26595745760156575,76.9999929428114,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,11.933330309162464,18.769603714351348
4305.TWO,世坤,2026-02-11,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,42.900001525878906,0.7500047683533922,0.020841218653510518,qizhang_signal,42.25499992370605,42.024166679382326,0.039638202797893096,1,0.00822567086002457,56.06063758707348,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,2.7777777777777777,4.166666666666667
4430.TWO,耀億,2026-02-11,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,18.799999237060547,1.0,0.05282803119016677,qizhang_signal,18.227499866485594,17.85666669209798,0.024879076251169946,1,0.024523097887520384,60.52630786420077,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,2.53780636189814,3.10065289677435
4536.TW,拓凱,2026-02-11,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,165.0,0.6,0.01465614430665152,qizhang_signal,162.5,162.61666666666667,0.07605699012906686,1,0.044303797468354444,48.88888888888889,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,2.4180625023173734,4.4000258955815275
6530.TWO,創威,2026-02-11,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,66.5999984741211,0.7599992675786837,0.0842490605300088,qizhang_signal,60.87000007629395,61.42499993642171,0.5756398502448794,1,0.03416144248627262,63.4686321411725,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,3.8622916081574235,3.156956785904968
6835.TW,圓裕,2026-02-11,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,40.04999923706055,0.6999994913736979,0.02436215098111716,qizhang_signal,39.180000114440915,39.097500038146975,0.11856903018400254,1,0.013924031317988472,56.428558583155265,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,3.28758462632702,4.444444444444445
6655.TW,科定,2026-02-11,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,128.5,0.5454545454545454,0.10017123287671237,qizhang_signal,120.95,116.8,0.3814595024343428,1,0.057613168724279795,74.19354838709677,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,4.926286185153339,3.716283783783784
6856.TWO,鑫傳,2026-02-11,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,56.79999923706055,1.0,0.003770016822565614,qizhang_signal,55.6899995803833,56.58666655222575,0.24659869297978104,1,0.0,72.72726484566954,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,9.702743230131428,6.35470826112074
6868.TWO,采威國際,2026-02-11,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,25.5,0.5,-0.027552670929272494,qizhang_signal,25.025,26.222499910990397,0.13613257514568022,1,0.020000000000000018,65.51721643185479,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,2.664142255035345,6.364090909090909
7805.TWO,威聯通,2026-02-11,,,buy,buy,1.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,668.0,0.813953488372093,-0.016827748614041016,qizhang_signal,585.65,679.4333333333333,13.05842423611374,1,0.08090614886731395,67.23404255319149,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,4.238088264294849,4.57155664444779
8033.TW,雷虎,2026-02-11,,,buy,buy,1.0,False,True,True,True,False,True,False,True,False,True,True,True,True,True,True,148.0,0.8823529411764706,0.0398735288951344,qizhang_signal,147.125,142.325,-0.9393955947015253,1,0.06093189964157708,42.69662921348315,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,1.905653244309155,2.873906460987696
8081.TW,致新,2026-02-11,,,buy,buy,1.0,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,241.0,0.7916666666666666,0.11518142906721174,qizhang_signal,232.4,216.10833333333332,-1.0940544042568714,1,0.05240174672489073,56.12903225806451,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,1.8921666140039612,3.799126175270065
8103.TW,瀚荃,2026-02-11,,,buy,buy,1.0,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,109.5,1.0,0.20919893869289652,qizhang_signal,94.92999954223633,90.55581881205241,1.1907104069708232,1,0.09829491827211734,57.662835697032925,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,1.8702911064706154,1.922153876696275
8367.TW,建新國際,2026-02-11,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,43.099998474121094,0.7499856949398234,-0.008853663646961829,qizhang_signal,43.07249984741211,43.48500003814697,0.007500897509948937,1,0.004661933359642045,51.99996948242188,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,2.098270007235946,3.4693877551020407
8421.TWO,旭源,2026-02-11,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,13.350000381469727,1.0,0.01947311318203293,qizhang_signal,13.142500019073486,13.094999965031942,0.01665710173325448,1,0.00754719860148878,61.11113465858517,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,3.8887942107291833,7.083333333333333
8487.TW,愛爾達-創,2026-02-11,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,82.5999984741211,0.9230778259670291,0.04935525097969928,qizhang_signal,80.64000015258789,78.71499989827474,0.11133461195143446,1,0.01474197697478763,64.78869304426223,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,1.89805114537947,3.255224778228838
8931.TWO,大汽電,2026-02-11,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,45.650001525878906,1.0,-0.0013307940684638142,qizhang_signal,45.17000026702881,45.71083323160807,0.02575984284688637,1,0.026996642122444348,55.55555555555556,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,2.6648045141146346,3.064087418783225
9918.TW,欣天然,2026-02-11,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,40.0,1.0,0.00906051257524254,qizhang_signal,39.607500076293945,39.64083372751872,0.03252314104290743,1,0.0062893081761006275,59.61536204326444,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,1.8401669929374103,3.5579255541614385
9926.TW,新海,2026-02-11,,,buy,buy,0.9,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,49.75,1.0,0.004729126788889815,qizhang_signal,49.2774995803833,49.51583334604899,0.04930043970719586,1,0.006066718552720118,66.66666666666666,sig_anchor,True,False,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,2.9129337646281774,3.6440677966101696
00955.TWO,中信日本商社,2026-02-11,1,0.03333333333333333,buy,buy,1.0,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,17.100000381469727,0.8152173236998413,0.2644188339191804,qizhang_signal,14.742500162124633,13.524000056584676,0.20192607029037868,1,0.06079401310272714,94.56866069782711,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,3.7711869868399006,2.9542494219332167
1340.TW,勝悅-KY,2026-02-11,2,0.03333333333333333,buy,buy,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,7.210000038146973,0.676923065636992,0.013565763017330257,qizhang_signal,6.8285000085830685,7.113499983151754,0.0397039790717543,1,0.06814815379955141,54.83871364692817,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,4.905610216407244,5.774918072096555
2022.TW,聚亨,2026-02-11,3,0.03333333333333333,buy,buy,1.0,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,9.0,0.7187492549412298,0.06656131883855632,qizhang_signal,8.866000080108643,8.438333400090535,-0.04150015281268801,1,0.050175066568027615,56.345179876593534,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,1.7475578560387626,3.62407480027228
2409.TW,友達,2026-02-11,4,0.03333333333333333,buy,buy,1.0,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,16.149999618530273,0.9545444299370401,0.2281368486667792,qizhang_signal,15.072500038146973,13.150000047683715,0.006429538814865576,1,0.09491522837493371,55.797096241223784,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,1.8716972331368822,1.9032348220145023
2337.TW,旺宏,2026-02-11,5,0.03333333333333333,buy,buy,1.0,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,98.5,1.0,0.815528748466583,qizhang_signal,81.05500068664551,54.254167048136395,-0.01731977174974375,1,0.09933037586434179,68.53766797207844,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,1.8072411751503727,1.5558184776459345
2438.TW,翔耀,2026-02-11,6,0.03333333333333333,buy,buy,1.0,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,22.799999237060547,1.0,0.008812324817771167,qizhang_signal,22.142500114440917,22.60083335240682,-0.024902486127290138,1,0.09879514395472522,54.35896653395432,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,3.133702255553419,5.264077766865856
2489.TW,瑞軒,2026-02-11,7,0.03333333333333333,buy,buy,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,27.100000381469727,0.865168476718778,0.5676066800367592,qizhang_signal,21.699999809265137,17.287499936421714,0.31847856360025983,1,0.07539680797647108,63.76306666521345,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,4.514481517482915,10.421478423660004
2515.TW,中工,2026-02-11,8,0.03333333333333333,buy,buy,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,15.800000190734863,0.6799997863771161,0.15314440238857863,qizhang_signal,13.877499961853028,13.701666641235352,0.19771967069401222,1,0.056856213532721744,71.5517269728729,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,3.9092619012414773,3.6716928897388086
2460.TW,建通,2026-02-11,9,0.03333333333333333,buy,buy,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,26.350000381469727,0.8775512746155134,0.28416522341333383,qizhang_signal,22.75750026702881,20.51916677157084,0.2130442273319671,1,0.05400001525878917,69.68085192727402,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,4.980163111130738,3.391229502481202
2923.TW,鼎固-KY,2026-02-11,10,0.03333333333333333,buy,buy,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22.700000762939453,0.9500007629394531,0.11197292474058296,qizhang_signal,20.242500209808348,20.41416680018107,0.21056591815758857,1,0.08872903345910244,71.875,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,8.343216738653261,11.349639698755652
3018.TW,隆銘綠能,2026-02-11,11,0.03333333333333333,buy,buy,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,13.149999618530273,0.7619045889024927,0.11424937588271433,qizhang_signal,11.954999876022338,11.801666577657064,0.10812567450958512,1,0.07786883804241307,66.66665818956594,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,6.76375143399417,5.889706241751796
3252.TWO,海灣,2026-02-11,12,0.03333333333333333,buy,buy,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,20.149999618530273,1.0,0.0622034636965354,qizhang_signal,18.432499885559082,18.969999917348225,0.1665835810653793,1,0.0980925994354871,75.60978219455995,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,8.818172260251592,10.812967337751482
3360.TWO,尚立,2026-02-11,13,0.03333333333333333,buy,buy,1.0,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,16.049999237060547,0.7727271545031225,0.16031080587792745,qizhang_signal,14.914999961853027,13.832500012715657,-0.00029653685493860604,1,0.05592101568825636,59.854011245004514,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,5.665302789441294,4.6973884493053975
4806.TWO,桂田文創,2026-02-11,14,0.03333333333333333,buy,buy,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,11.699999809265137,1.0,0.14048053806883232,qizhang_signal,10.11700005531311,10.25883337656657,0.1706159954545342,1,0.09859157073657876,77.04918084045931,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,6.530643717543407,3.7894315016262823
4908.TWO,前鼎,2026-02-11,15,0.03333333333333333,buy,buy,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,79.19999694824219,1.0,0.038211933809945586,qizhang_signal,73.75,76.28499959309896,0.4223204741534443,1,0.09999995761447478,57.72869774165086,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,4.91794649444571,3.285766614553146
4925.TWO,智微,2026-02-11,16,0.03333333333333333,buy,buy,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,89.19999694824219,0.9245280212279485,0.9504727884859328,qizhang_signal,57.64999980926514,45.732500076293945,2.7654855433370393,1,0.1348600340954349,87.5000027939681,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,3.657310386235301,4.034069764409175
5355.TWO,佳總,2026-02-11,17,0.03333333333333333,buy,buy,1.0,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,7.440000057220459,0.9111111582061591,0.10243999511862523,qizhang_signal,7.183999991416931,6.748666675885518,-0.003202897857581405,1,0.056818195672567295,55.813955207632944,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,1.983587086142765,2.4297545761444743
6128.TW,上福,2026-02-11,18,0.03333333333333333,buy,buy,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,25.100000381469727,0.6538463513526401,0.08964620683924207,qizhang_signal,23.705000019073488,23.03500000635783,0.04357266153704059,1,0.061310815489542314,62.30769163052731,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,2.457947006031117,3.4691550569455187
6202.TW,盛群,2026-02-11,19,0.03333333333333333,buy,buy,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,56.5,0.6964285592643632,0.39560732568109613,qizhang_signal,46.12000026702881,40.48416697184245,0.7083977683091449,1,0.05214151205362616,68.46846351471929,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,5.97681642272719,4.903212159010147
6291.TWO,沛亨,2026-02-11,20,0.03333333333333333,buy,buy,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,276.5,1.0,0.44386422976501305,qizhang_signal,214.0,191.5,4.373097614742303,1,0.09940357852882697,76.78571428571428,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,3.738961737836698,3.3512005905657563
6509.TWO,聚和,2026-02-11,21,0.03333333333333333,buy,buy,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,37.70000076293945,1.0,0.10059605579717634,qizhang_signal,34.85749988555908,34.25416669845581,0.08235188548346006,1,0.09912541112261208,67.78525242553401,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,10.44146596350954,12.660424465584057
6716.TWO,應廣,2026-02-11,22,0.03333333333333333,buy,buy,1.0,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,73.19999694824219,1.0,0.4540157040829875,qizhang_signal,55.50749950408935,50.343333117167155,1.500465267239726,1,0.09909907845847288,81.96915299243305,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,4.735871851852892,2.6115107810863347
6720.TWO,久昌,2026-02-11,23,0.03333333333333333,buy,buy,1.0,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,163.13150024414062,0.8260869565217388,0.24602427028117257,qizhang_signal,148.36149406433105,130.92160733540854,-0.19420176684913137,1,0.08116876812737406,64.39790439307079,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,2.4799388723855476,2.2262105815833517
6727.TWO,亞泰金屬,2026-02-11,24,0.03333333333333333,buy,buy,1.0,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,193.5,0.6896551724137931,0.1029306987127725,qizhang_signal,179.5,175.44166666666666,1.2178068788044754,1,0.06906077348066297,64.3835616438356,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,4.251927633995644,2.6596146125457967
6831.TW,邁科,2026-02-11,25,0.03333333333333333,buy,buy,1.0,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,287.5,0.8809523809523809,0.17096018735362994,qizhang_signal,248.45,245.525,4.122865604347014,1,0.06877323420074344,73.3644859813084,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,3.1484432168865792,2.3532397694226033
7419.TWO,達勝,2026-02-11,26,0.03333333333333333,buy,buy,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,24.350000381469727,0.8023255452908684,0.3925559008906272,qizhang_signal,19.067500114440918,17.485833326975506,0.4152804786832104,1,0.1351981126052355,73.68421133916411,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,8.74346355186781,6.218091548264913
7740.TW,熙特爾-創,2026-02-11,27,0.03333333333333333,buy,buy,1.0,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,160.0,1.0,0.03031929165548708,qizhang_signal,158.3,155.29166666666666,-0.8050475207033703,1,0.09965635738831624,43.10344827586207,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,2.847100719612842,5.755253863205474
7756.TWO,多那之,2026-02-11,28,0.03333333333333333,buy,buy,1.0,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,48.900001525878906,1.0,-0.00025552979801024556,qizhang_signal,48.4625,48.91250012715658,-0.04944973139470221,1,0.05729733028927364,50.51546594467942,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,5.476116432392089,4.998864475103617
7790.TWO,思必瑞特,2026-02-11,29,0.03333333333333333,buy,buy,1.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,67.0,0.7333333333333333,-0.03050765884399831,qizhang_signal,64.60999946594238,69.1083334604899,0.31103812228815286,1,0.08943089430894302,50.0,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,2.02941438630894,6.283023033335786
7799.TW,禾榮科,2026-02-11,30,0.03333333333333333,buy,buy,1.0,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,473.5,0.7840909090909091,-0.032637009040298315,qizhang_signal,441.35,489.475,6.107393187828096,1,0.06165919282511201,65.48387096774194,sig_explosive,False,True,sig_explosive | sig_anchor,qizhang_selection_strategy,0.5,-0.03,0.0,45.0,1.7,3.0,0.6,0.05,1.7,1.45,1.9899619825265231,2.9321671867140324